run_id,run_name,learning_rate,loss,optimizer_name,num_train_steps,num_tokens
muon-lr2.00e-2-8B-accc00,muon-lr2.00e-2-8B-accc00,0.02,3.3427467346191406,muon,15258.7890625,8000000000.0
muonh-lr1.41e-2-2B-fe9661,muonh-lr1.41e-2-2B-fe9661,0.014142135623730952,3.5032355785369873,muonh,3814.697265625,2000000000.0
muonh-lr1.00e-2-6B-220fb1,muonh-lr1.00e-2-6B-220fb1,0.01,3.3439505100250244,muonh,11444.091796875,6000000000.0
muonh-lr2.00e-2-2B-592bac,muonh-lr2.00e-2-2B-592bac,0.02,3.520733118057251,muonh,3814.697265625,2000000000.0
muonh-lr1.41e-2-4B-2928d5,muonh-lr1.41e-2-4B-2928d5,0.014142135623730952,3.393160820007324,muonh,7629.39453125,4000000000.0
muon-lr1.00e-2-4B-fe6c56,muon-lr1.00e-2-4B-fe6c56,0.01,3.4066147804260254,muon,7629.39453125,4000000000.0
muonh-lr7.07e-3-4B-c415d7,muonh-lr7.07e-3-4B-c415d7,0.007071067811865476,3.4257588386535645,muonh,7629.39453125,4000000000.0
muonh-lr5.00e-3-12B-edc5c9,muonh-lr5.00e-3-12B-edc5c9,0.005,3.3012783527374268,muonh,22888.18359375,12000000000.0
muon-lr1.41e-2-1B-f053eb,muon-lr1.41e-2-1B-f053eb,0.014142135623730952,3.686974287033081,muon,1907.3486328125,1000000000.0
muon-lr1.41e-2-6B-e4c156,muon-lr1.41e-2-6B-e4c156,0.014142135623730952,3.3544557094573975,muon,11444.091796875,6000000000.0
muon-lr5.00e-3-4B-1122b6,muon-lr5.00e-3-4B-1122b6,0.005,3.438110113143921,muon,7629.39453125,4000000000.0
muon-lr2.00e-2-4B-6f7c22,muon-lr2.00e-2-4B-6f7c22,0.02,3.4179906845092773,muon,7629.39453125,4000000000.0
muon-lr7.07e-3-6B-21288d,muon-lr7.07e-3-6B-21288d,0.007071067811865476,3.3604743480682373,muon,11444.091796875,6000000000.0
muonh-lr1.00e-2-4B-d1c270,muonh-lr1.00e-2-4B-d1c270,0.01,3.4000253677368164,muonh,7629.39453125,4000000000.0
muon-lr7.07e-3-2B-b00dfd,muon-lr7.07e-3-2B-b00dfd,0.007071067811865476,3.549245834350586,muon,3814.697265625,2000000000.0
muon-lr5.00e-3-6B-9eb5ff,muon-lr5.00e-3-6B-9eb5ff,0.005,3.373483419418335,muon,11444.091796875,6000000000.0
muon-lr2.00e-2-12B-b85ab6,muon-lr2.00e-2-12B-b85ab6,0.02,3.310612916946411,muon,22888.18359375,12000000000.0
muonh-lr1.00e-2-2B-0bff0c,muonh-lr1.00e-2-2B-0bff0c,0.01,3.5244460105895996,muonh,3814.697265625,2000000000.0
muonh-lr5.00e-3-4B-505ebf,muonh-lr5.00e-3-4B-505ebf,0.005,3.4670932292938232,muonh,7629.39453125,4000000000.0
muonh-lr5.00e-3-2B-fc4961,muonh-lr5.00e-3-2B-fc4961,0.005,3.6351940631866455,muonh,3814.697265625,2000000000.0
muon-lr7.07e-3-1B-990aa5,muon-lr7.07e-3-1B-990aa5,0.007071067811865476,3.743701457977295,muon,1907.3486328125,1000000000.0
muonh-lr1.00e-2-8B-ae8679,muonh-lr1.00e-2-8B-ae8679,0.01,3.3112552165985107,muonh,15258.7890625,8000000000.0
muonh-lr1.00e-2-1B-1f7846,muonh-lr1.00e-2-1B-1f7846,0.01,3.7011873722076416,muonh,1907.3486328125,1000000000.0
muonh-lr2.00e-2-1B-d42399,muonh-lr2.00e-2-1B-d42399,0.02,3.6621131896972656,muonh,1907.3486328125,1000000000.0
muonh-lr2.00e-2-6B-6c690d,muonh-lr2.00e-2-6B-6c690d,0.02,3.3724822998046875,muonh,11444.091796875,6000000000.0
muon-lr5.00e-3-2B-d4d16c,muon-lr5.00e-3-2B-d4d16c,0.005,3.5867953300476074,muon,3814.697265625,2000000000.0
muon-lr1.00e-2-2B-84a8de,muon-lr1.00e-2-2B-84a8de,0.01,3.5266048908233643,muon,3814.697265625,2000000000.0
muon-lr1.41e-2-12B-5b3296,muon-lr1.41e-2-12B-5b3296,0.014142135623730952,3.2875382900238037,muon,22888.18359375,12000000000.0
muon-lr2.00e-2-6B-1021b0,muon-lr2.00e-2-6B-1021b0,0.02,3.369689702987671,muon,11444.091796875,6000000000.0
muon-lr7.07e-3-12B-6f2ca7,muon-lr7.07e-3-12B-6f2ca7,0.007071067811865476,3.2857718467712402,muon,22888.18359375,12000000000.0
muonh-lr5.00e-3-1B-921c1f,muonh-lr5.00e-3-1B-921c1f,0.005,3.8769173622131348,muonh,1907.3486328125,1000000000.0
muon-lr1.00e-2-1B-58fa0e,muon-lr1.00e-2-1B-58fa0e,0.01,3.7047629356384277,muon,1907.3486328125,1000000000.0
muonh-lr7.07e-3-8B-5aa60a,muonh-lr7.07e-3-8B-5aa60a,0.007071067811865476,3.324470043182373,muonh,15258.7890625,8000000000.0
muonh-lr7.07e-3-12B-34c09c,muonh-lr7.07e-3-12B-34c09c,0.007071067811865476,3.2801952362060547,muonh,22888.18359375,12000000000.0
muon-lr1.00e-2-12B-dfe6ca,muon-lr1.00e-2-12B-dfe6ca,0.01,3.283956289291382,muon,22888.18359375,12000000000.0
muon-lr1.00e-2-6B-ffc6ed,muon-lr1.00e-2-6B-ffc6ed,0.01,3.3542613983154297,muon,11444.091796875,6000000000.0
muonh-lr2.00e-2-12B-d55ef2,muonh-lr2.00e-2-12B-d55ef2,0.02,3.3203155994415283,muonh,22888.18359375,12000000000.0
muon-lr5.00e-3-1B-f3c258,muon-lr5.00e-3-1B-f3c258,0.005,3.806736946105957,muon,1907.3486328125,1000000000.0
muon-lr7.07e-3-4B-dcae56,muon-lr7.07e-3-4B-dcae56,0.007071067811865476,3.418126106262207,muon,7629.39453125,4000000000.0
muonh-lr7.07e-3-6B-a773af,muonh-lr7.07e-3-6B-a773af,0.007071067811865476,3.363553047180176,muonh,11444.091796875,6000000000.0
muon-lr5.00e-3-12B-43dd1f,muon-lr5.00e-3-12B-43dd1f,0.005,3.2916109561920166,muon,22888.18359375,12000000000.0
muonh-lr5.00e-3-8B-d7c998,muonh-lr5.00e-3-8B-d7c998,0.005,3.352428913116455,muonh,15258.7890625,8000000000.0
muonh-lr1.41e-2-6B-eff9f8,muonh-lr1.41e-2-6B-eff9f8,0.014142135623730952,3.342008352279663,muonh,11444.091796875,6000000000.0
muon-lr7.07e-3-8B-7877ea,muon-lr7.07e-3-8B-7877ea,0.007071067811865476,3.325653553009033,muon,15258.7890625,8000000000.0
muon-lr5.00e-3-8B-e13b4d,muon-lr5.00e-3-8B-e13b4d,0.005,3.336127996444702,muon,15258.7890625,8000000000.0
muonh-lr2.00e-2-4B-67beda,muonh-lr2.00e-2-4B-67beda,0.02,3.416184663772583,muonh,7629.39453125,4000000000.0
muon-lr1.41e-2-4B-97d09e,muon-lr1.41e-2-4B-97d09e,0.014142135623730952,3.4059321880340576,muon,7629.39453125,4000000000.0
muonh-lr7.07e-3-1B-fb32f2,muonh-lr7.07e-3-1B-fb32f2,0.007071067811865476,3.774254083633423,muonh,1907.3486328125,1000000000.0
muonh-lr1.41e-2-1B-ebf6f9,muonh-lr1.41e-2-1B-ebf6f9,0.014142135623730952,3.660642385482788,muonh,1907.3486328125,1000000000.0
muonh-lr5.00e-3-6B-58dbf7,muonh-lr5.00e-3-6B-58dbf7,0.005,3.3958492279052734,muonh,11444.091796875,6000000000.0
muonh-lr7.07e-3-2B-9bed07,muonh-lr7.07e-3-2B-9bed07,0.007071067811865476,3.567747116088867,muonh,3814.697265625,2000000000.0
muonh-lr2.00e-2-8B-d54c57,muonh-lr2.00e-2-8B-d54c57,0.02,3.347271680831909,muonh,15258.7890625,8000000000.0
muonh-lr1.41e-2-8B-a12642,muonh-lr1.41e-2-8B-a12642,0.014142135623730952,3.3113765716552734,muonh,15258.7890625,8000000000.0
muon-lr1.41e-2-2B-e3e69e,muon-lr1.41e-2-2B-e3e69e,0.014142135623730952,3.51967191696167,muon,3814.697265625,2000000000.0
muon-lr1.41e-2-8B-2430cd,muon-lr1.41e-2-8B-2430cd,0.014142135623730952,3.3233768939971924,muon,15258.7890625,8000000000.0
muon-lr1.00e-2-8B-2f02ae,muon-lr1.00e-2-8B-2f02ae,0.01,3.3231351375579834,muon,15258.7890625,8000000000.0
muonh-lr1.41e-2-12B-3555cf,muonh-lr1.41e-2-12B-3555cf,0.014142135623730952,3.2759220600128174,muonh,22888.18359375,12000000000.0
muon-lr2.00e-2-1B-505d22,muon-lr2.00e-2-1B-505d22,0.02,3.6879658699035645,muon,1907.3486328125,1000000000.0
muon-lr2.00e-2-2B-5bdbea,muon-lr2.00e-2-2B-5bdbea,0.02,3.5264699459075928,muon,3814.697265625,2000000000.0
muonh-lr1.00e-2-12B-3ce859,muonh-lr1.00e-2-12B-3ce859,0.01,3.270559549331665,muonh,22888.18359375,12000000000.0
muon-lr1.41e-2-64B-f81d8c,muon-lr1.41e-2-64B-f81d8c,0.014142135623730952,3.197030544281006,muon,122070.3125,64000000000.0
muonh-lr1.41e-2-24B-e741de,muonh-lr1.41e-2-24B-e741de,0.014142135623730952,3.229898452758789,muonh,45776.3671875,24000000000.0
muonh-lr5.00e-3-24B-ec9eaa,muonh-lr5.00e-3-24B-ec9eaa,0.005,3.2345714569091797,muonh,45776.3671875,24000000000.0
muonh-lr7.07e-3-64B-42c02d,muonh-lr7.07e-3-64B-42c02d,0.007071067811865476,3.164464235305786,muonh,122070.3125,64000000000.0
muon-lr7.07e-3-48B-30dac9,muon-lr7.07e-3-48B-30dac9,0.007071067811865476,3.1912949085235596,muon,91552.734375,48000000000.0
muon-lr1.41e-2-32B-3168b6,muon-lr1.41e-2-32B-3168b6,0.014142135623730952,3.2272915840148926,muon,61035.15625,32000000000.0
muon-lr1.00e-2-48B-fe1154,muon-lr1.00e-2-48B-fe1154,0.01,3.1965630054473877,muon,91552.734375,48000000000.0
muon-lr1.00e-2-16B-756631,muon-lr1.00e-2-16B-756631,0.01,3.262129545211792,muon,30517.578125,16000000000.0
muonh-lr1.00e-2-128B-0086b3,muonh-lr1.00e-2-128B-0086b3,0.01,3.145867347717285,muonh,244140.625,128000000000.0
muonh-lr7.07e-3-96B-62e7b2,muonh-lr7.07e-3-96B-62e7b2,0.007071067811865476,3.149143695831299,muonh,183105.46875,96000000000.0
muonh-lr5.00e-3-48B-5a973e,muonh-lr5.00e-3-48B-5a973e,0.005,3.183847427368164,muonh,91552.734375,48000000000.0
muon-lr7.07e-3-128B-7e8ccc,muon-lr7.07e-3-128B-7e8ccc,0.007071067811865476,3.1543526649475098,muon,244140.625,128000000000.0
muonh-lr7.07e-3-32B-255800,muonh-lr7.07e-3-32B-255800,0.007071067811865476,3.2016983032226562,muonh,61035.15625,32000000000.0
muonh-lr1.41e-2-16B-adc131,muonh-lr1.41e-2-16B-adc131,0.014142135623730952,3.2542033195495605,muonh,30517.578125,16000000000.0
muonh-lr1.41e-2-48B-a1e1fb,muonh-lr1.41e-2-48B-a1e1fb,0.014142135623730952,3.19606876373291,muonh,91552.734375,48000000000.0
muonh-lr5.00e-3-32B-cf1b32,muonh-lr5.00e-3-32B-cf1b32,0.005,3.212467908859253,muonh,61035.15625,32000000000.0
muon-lr1.41e-2-128B-4c3cce,muon-lr1.41e-2-128B-4c3cce,0.014142135623730952,3.1751883029937744,muon,244140.625,128000000000.0
muon-lr1.41e-2-24B-b313cf,muon-lr1.41e-2-24B-b313cf,0.014142135623730952,3.2426540851593018,muon,45776.3671875,24000000000.0
muon-lr7.07e-3-64B-66102f,muon-lr7.07e-3-64B-66102f,0.007071067811865476,3.179121255874634,muon,122070.3125,64000000000.0
muonh-lr7.07e-3-48B-d924e5,muonh-lr7.07e-3-48B-d924e5,0.007071067811865476,3.17863130569458,muonh,91552.734375,48000000000.0
muonh-lr1.41e-2-32B-dc2335,muonh-lr1.41e-2-32B-dc2335,0.014142135623730952,3.2124950885772705,muonh,61035.15625,32000000000.0
muonh-lr1.00e-2-32B-fac3f8,muonh-lr1.00e-2-32B-fac3f8,0.01,3.199577808380127,muonh,61035.15625,32000000000.0
muon-lr5.00e-3-96B-b8fd58,muon-lr5.00e-3-96B-b8fd58,0.005,3.1613144874572754,muon,183105.46875,96000000000.0
muon-lr5.00e-3-16B-95f86b,muon-lr5.00e-3-16B-95f86b,0.005,3.2650318145751953,muon,30517.578125,16000000000.0
muon-lr7.07e-3-16B-8f2a8f,muon-lr7.07e-3-16B-8f2a8f,0.007071067811865476,3.260521173477173,muon,30517.578125,16000000000.0
muonh-lr5.00e-3-96B-aac845,muonh-lr5.00e-3-96B-aac845,0.005,3.1498262882232666,muonh,183105.46875,96000000000.0
muon-lr1.41e-2-16B-a2d8da,muon-lr1.41e-2-16B-a2d8da,0.014142135623730952,3.268514633178711,muon,30517.578125,16000000000.0
muon-lr1.41e-2-48B-d2532c,muon-lr1.41e-2-48B-d2532c,0.014142135623730952,3.207761526107788,muon,91552.734375,48000000000.0
muonh-lr1.41e-2-96B-ad5a69,muonh-lr1.41e-2-96B-ad5a69,0.014142135623730952,3.1717355251312256,muonh,183105.46875,96000000000.0
muonh-lr5.00e-3-128B-bcaf01,muonh-lr5.00e-3-128B-bcaf01,0.005,3.1400022506713867,muonh,244140.625,128000000000.0
muonh-lr1.00e-2-16B-199b82,muonh-lr1.00e-2-16B-199b82,0.01,3.2453253269195557,muonh,30517.578125,16000000000.0
muon-lr5.00e-3-48B-aeb58f,muon-lr5.00e-3-48B-aeb58f,0.005,3.189344882965088,muon,91552.734375,48000000000.0
muon-lr7.07e-3-96B-f3c22d,muon-lr7.07e-3-96B-f3c22d,0.007071067811865476,3.164668560028076,muon,183105.46875,96000000000.0
muon-lr7.07e-3-32B-9b5d29,muon-lr7.07e-3-32B-9b5d29,0.007071067811865476,3.21217942237854,muon,61035.15625,32000000000.0
muonh-lr1.41e-2-64B-7789c2,muonh-lr1.41e-2-64B-7789c2,0.014142135623730952,3.1831817626953125,muonh,122070.3125,64000000000.0
muon-lr1.00e-2-32B-11e89f,muon-lr1.00e-2-32B-11e89f,0.01,3.2168850898742676,muon,61035.15625,32000000000.0
muon-lr5.00e-3-32B-3b596e,muon-lr5.00e-3-32B-3b596e,0.005,3.212869882583618,muon,61035.15625,32000000000.0
muonh-lr5.00e-3-64B-d01386,muonh-lr5.00e-3-64B-d01386,0.005,3.1684553623199463,muonh,122070.3125,64000000000.0
muonh-lr1.00e-2-96B-1dd304,muonh-lr1.00e-2-96B-1dd304,0.01,3.1529603004455566,muonh,183105.46875,96000000000.0
muonh-lr7.07e-3-24B-be61bf,muonh-lr7.07e-3-24B-be61bf,0.007071067811865476,3.2202837467193604,muonh,45776.3671875,24000000000.0
muonh-lr1.00e-2-64B-4d0a3c,muonh-lr1.00e-2-64B-4d0a3c,0.01,3.1661765575408936,muonh,122070.3125,64000000000.0
muonh-lr1.41e-2-128B-89da7f,muonh-lr1.41e-2-128B-89da7f,0.014142135623730952,3.1653249263763428,muonh,244140.625,128000000000.0
muon-lr1.41e-2-96B-2c99aa,muon-lr1.41e-2-96B-2c99aa,0.014142135623730952,3.1832363605499268,muon,183105.46875,96000000000.0
muon-lr1.00e-2-64B-3a70fa,muon-lr1.00e-2-64B-3a70fa,0.01,3.185652017593384,muon,122070.3125,64000000000.0
muonh-lr1.00e-2-24B-cf3f94,muonh-lr1.00e-2-24B-cf3f94,0.01,3.2151143550872803,muonh,45776.3671875,24000000000.0
muonh-lr1.00e-2-48B-130431,muonh-lr1.00e-2-48B-130431,0.01,3.1793131828308105,muonh,91552.734375,48000000000.0
muon-lr1.00e-2-128B-9e2339,muon-lr1.00e-2-128B-9e2339,0.01,3.1632046699523926,muon,244140.625,128000000000.0
muon-lr5.00e-3-128B-a0d047,muon-lr5.00e-3-128B-a0d047,0.005,3.1525776386260986,muon,244140.625,128000000000.0
muon-lr7.07e-3-24B-d20285,muon-lr7.07e-3-24B-d20285,0.007071067811865476,3.2304134368896484,muon,45776.3671875,24000000000.0
muonh-lr7.07e-3-128B-b71558,muonh-lr7.07e-3-128B-b71558,0.007071067811865476,3.1413726806640625,muonh,244140.625,128000000000.0
muonh-lr7.07e-3-16B-3b5a50,muonh-lr7.07e-3-16B-3b5a50,0.007071067811865476,3.2544000148773193,muonh,30517.578125,16000000000.0
muon-lr1.00e-2-24B-d03325,muon-lr1.00e-2-24B-d03325,0.01,3.2342987060546875,muon,45776.3671875,24000000000.0
muon-lr5.00e-3-64B-2f45ac,muon-lr5.00e-3-64B-2f45ac,0.005,3.175757884979248,muon,122070.3125,64000000000.0
muonh-lr5.00e-3-16B-cf834b,muonh-lr5.00e-3-16B-cf834b,0.005,3.2701470851898193,muonh,30517.578125,16000000000.0
muon-lr5.00e-3-24B-3c18cc,muon-lr5.00e-3-24B-3c18cc,0.005,3.231633186340332,muon,45776.3671875,24000000000.0
muon-lr1.00e-2-96B-f5b8bc,muon-lr1.00e-2-96B-f5b8bc,0.01,3.172335624694824,muon,183105.46875,96000000000.0
muonh-lr3.54e-3-128B-bb1c62,muonh-lr3.54e-3-128B-bb1c62,0.003535533905932738,3.146723747253418,muonh,244140.625,128000000000.0
muonh-lr3.54e-3-96B-b01c7d,muonh-lr3.54e-3-96B-b01c7d,0.003535533905932738,3.1606900691986084,muonh,183105.46875,96000000000.0
muon-lr3.54e-3-48B-fa09ed,muon-lr3.54e-3-48B-fa09ed,0.003535533905932738,3.189852237701416,muon,91552.734375,48000000000.0
muonh-lr3.54e-3-64B-421250,muonh-lr3.54e-3-64B-421250,0.003535533905932738,3.1828722953796387,muonh,122070.3125,64000000000.0
muonh-lr3.54e-3-48B-2f33e6,muonh-lr3.54e-3-48B-2f33e6,0.003535533905932738,3.200941801071167,muonh,91552.734375,48000000000.0
muon-lr3.54e-3-128B-531d7e,muon-lr3.54e-3-128B-531d7e,0.003535533905932738,3.1486353874206543,muon,244140.625,128000000000.0
muon-lr3.54e-3-64B-bd26d0,muon-lr3.54e-3-64B-bd26d0,0.003535533905932738,3.1754889488220215,muon,122070.3125,64000000000.0
muon-lr3.54e-3-96B-a1c954,muon-lr3.54e-3-96B-a1c954,0.003535533905932738,3.1592297554016113,muon,183105.46875,96000000000.0
